구분,Unnamed: 1,Unnamed: 2,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,95% CI
부산,,(표준화율),6.8(0.2),6.1(0.2),4.8(0.2),5.4(0.2),4.9(0.2),4.8(0.2),5.8(0.2),5.2(0.2),5.8(0.2),6.0(0.2),6.0(0.2),5.5(0.2),5.7(0.3),6.9(0.3),7.5(0.3),7.7(0.3),6.3(0.3),5.8-6.8
부산,남,,5.5(0.3),4.3(0.3),3.4(0.3),3.9(0.3),3.7(0.3),3.6(0.3),4.5(0.3),4.2(0.3),4.2(0.3),4.9(0.3),4.9(0.3),4.6(0.3),4.6(0.3),5.0(0.3),6.3(0.3),6.2(0.4),4.9(0.3),4.3-5.5
부산,여,,8.4(0.4),8.3(0.3),6.3(0.3),7.1(0.3),6.5(0.3),6.2(0.3),8.1(0.4),6.8(0.3),7.8(0.3),7.9(0.3),8.4(0.4),7.6(0.4),7.1(0.3),9.0(0.4),10.2(0.4),10.0(0.4),8.5(0.4),7.8-9.2
부산,19-29,,5.8(0.6),4.3(0.4),4.7(0.6),4.8(0.5),3.6(0.5),4.0(0.5),4.9(0.5),4.7(0.5),5.5(0.5),5.0(0.5),4.5(0.5),3.9(0.5),6.2(0.6),7.0(0.7),5.4(0.7),6.6(0.8),5.4(0.7),4.0-6.8
부산,30-39,,6.1(0.5),5.4(0.5),3.7(0.4),4.7(0.5),4.5(0.5),4.4(0.5),4.1(0.5),4.0(0.4),5.5(0.5),5.7(0.6),4.9(0.6),4.9(0.6),5.6(0.6),6.9(0.7),7.0(0.7),7.3(0.7),5.8(0.7),4.5-7.2
부산,40-49,,5.9(0.5),5.9(0.5),4.0(0.4),5.4(0.5),4.3(0.5),4.3(0.5),5.0(0.5),4.9(0.5),4.5(0.5),5.1(0.5),5.2(0.5),4.7(0.5),4.8(0.5),6.2(0.6),7.3(0.7),7.7(0.6),6.3(0.6),5.2-7.4
부산,50-59,,7.9(0.6),7.6(0.5),5.0(0.4),5.5(0.4),5.1(0.4),5.2(0.5),6.2(0.5),5.8(0.5),5.8(0.5),6.9(0.5),7.7(0.6),6.6(0.6),5.8(0.5),6.2(0.5),8.4(0.7),7.8(0.6),6.6(0.5),5.6-7.6
부산,60-69,,9.5(0.8),7.9(0.8),6.7(0.6),7.4(0.6),6.2(0.6),6.3(0.6),9.4(0.7),6.3(0.6),7.8(0.7),7.4(0.6),8.7(0.6),7.9(0.6),6.6(0.5),7.8(0.5),8.7(0.5),8.8(0.5),6.3(0.5),5.4-7.2
부산,70이상,,9.1(1.0),9.2(0.9),7.3(0.8),6.6(0.7),9.5(0.8),6.4(0.6),11.3(0.8),8.9(0.7),8.7(0.8),9.3(0.7),9.5(0.7),9.0(0.6),6.6(0.5),8.6(0.6),12.3(0.6),10.5(0.6),9.7(0.6),8.6-10.9
대구,N,(명),"6,977","7,335","7,300","7,327","7,326","7,334","7,332","7,328","7,302","7,310","7,302","7,289","7,317","7,326","7,314","8,183","8,170",
대구,전체,(조율),7.4(0.4),8.3(0.4),5.5(0.3),4.2(0.3),5.7(0.3),5.4(0.3),5.7(0.4),5.4(0.3),5.0(0.3),4.6(0.3),3.5(0.2),5.5(0.3),5.2(0.3),6.0(0.3),6.2(0.3),6.8(0.3),5.6(0.3),5.1-6.2
대구,,(표준화율),7.2(0.3),8.2(0.3),5.4(0.3),4.1(0.2),5.6(0.3),5.3(0.3),5.4(0.3),5.1(0.3),4.9(0.3),4.6(0.3),3.4(0.2),5.4(0.3),5.4(0.3),5.8(0.3),6.1(0.3),6.7(0.4),5.4(0.3),4.7-6.0
대구,남,,5.4(0.4),6.2(0.4),3.3(0.4),2.6(0.3),3.5(0.4),3.5(0.3),4.2(0.4),3.6(0.3),4.1(0.4),3.1(0.4),2.7(0.3),4.0(0.4),3.6(0.3),4.3(0.4),5.0(0.4),5.7(0.4),4.5(0.4),3.8-5.3
대구,여,,9.2(0.6),10.3(0.5),7.7(0.5),5.7(0.4),7.9(0.5),7.3(0.5),7.2(0.5),7.1(0.5),5.8(0.4),6.0(0.5),4.3(0.3),7.0(0.5),6.8(0.5),7.6(0.5),7.3(0.4),7.8(0.5),6.7(0.4),5.9-7.5
대구,19-29,,5.2(0.7),7.9(0.8),4.0(0.6),3.0(0.5),5.2(0.7),4.4(0.7),4.6(0.7),4.4(0.7),4.6(0.8),5.3(0.8),3.5(0.6),5.0(0.8),6.1(0.7),6.1(0.8),5.3(0.7),5.2(0.7),3.8(0.6),2.5-5.0
대구,30-39,,5.3(0.6),6.3(0.7),4.7(0.6),4.6(0.7),4.7(0.6),4.9(0.5),4.3(0.6),4.5(0.6),5.8(0.8),4.4(0.8),2.5(0.5),5.0(0.8),5.2(0.7),5.0(0.8),5.4(1.0),6.7(1.0),6.2(0.9),4.5-7.8
대구,40-49,,6.9(0.7),8.2(0.7),5.6(0.6),4.0(0.5),4.8(0.6),4.8(0.7),4.8(0.6),4.4(0.7),3.5(0.5),3.6(0.6),3.5(0.5),5.3(0.7),5.7(0.7),5.5(0.7),7.3(0.8),7.8(0.7),4.9(0.7),3.5-6.2
대구,50-59,,7.3(0.9),8.9(0.8),6.0(0.7),4.6(0.6),5.5(0.6),5.6(0.7),6.1(0.7),6.3(0.7),5.6(0.8),3.9(0.6),4.2(0.6),4.7(0.6),5.1(0.7),6.3(0.7),6.0(0.7),6.0(0.7),6.4(0.7),5.0-7.8
대구,60-69,,11.9(1.4),9.0(1.1),7.4(0.8),4.6(0.8),6.6(0.8),7.0(1.0),8.1(0.9),6.8(0.9),5.2(0.7),4.7(0.7),3.4(0.5),6.9(0.8),5.7(0.9),6.4(0.8),5.9(0.6),6.9(0.7),5.5(0.6),4.2-6.8
대구,70이상,,14.8(1.5),13.1(1.5),7.6(0.9),4.9(1.0),10.9(1.4),7.7(1.0),8.9(1.2),7.2(1.1),5.9(0.7),6.9(1.0),3.9(0.5),7.1(0.9),3.1(0.6),6.7(0.7),7.0(0.8),8.0(0.9),6.9(0.7),5.6-8.3
인천,N,(명),"8,284","9,024","9,048","9,028","9,000","9,022","9,004","9,012","8,977","8,982","8,977","8,972","8,975","8,975","8,976","8,977","8,975",
인천,전체,(조율),8.7(0.4),9.9(0.4),6.0(0.3),5.2(0.3),5.6(0.3),7.7(0.3),8.5(0.4),8.1(0.4),7.2(0.3),7.5(0.4),8.4(0.4),7.6(0.4),8.0(0.4),9.4(0.4),8.3(0.4),6.9(0.3),6.9(0.3),6.3-7.5
인천,,(표준화율),8.8(0.4),9.8(0.4),6.0(0.3),5.2(0.3),5.6(0.3),7.5(0.3),8.3(0.3),7.9(0.3),6.9(0.3),7.2(0.3),8.1(0.3),7.6(0.3),7.9(0.4),8.8(0.4),8.0(0.4),6.5(0.3),6.4(0.3),5.7-7.0
인천,남,,5.4(0.5),7.5(0.4),4.1(0.4),3.8(0.4),3.6(0.4),5.9(0.4),5.9(0.5),5.7(0.5),4.5(0.4),5.4(0.4),6.1(0.4),5.5(0.4),6.4(0.5),7.2(0.4),6.2(0.5),5.3(0.4),5.5(0.5),4.6-6.4
인천,여,,12.1(0.7),12.2(0.5),8.0(0.5),6.6(0.4),7.6(0.4),9.4(0.5),11.2(0.5),10.4(0.5),10.0(0.5),9.5(0.6),10.6(0.5),9.8(0.5),9.7(0.5),11.6(0.5),10.5(0.6),8.5(0.5),8.2(0.4),7.4-9.0
인천,19-29,,6.7(0.9),6.4(0.6),4.6(0.7),5.2(0.7),6.0(0.9),5.9(0.7),5.6(0.7),6.1(0.8),4.9(0.7),6.7(0.8),7.0(0.8),6.7(0.8),6.7(0.8),8.3(1.0),7.3(1.0),5.4(0.8),4.9(0.7),3.5-6.2
인천,30-39,,6.7(0.7),7.1(0.6),5.4(0.6),5.0(0.6),4.8(0.6),7.1(0.9),7.0(0.7),7.4(0.7),5.5(0.6),7.2(0.7),7.4(0.8),8.0(0.8),7.8(1.0),7.0(0.9),7.1(0.8),5.7(0.7),5.8(0.8),4.2-7.3
인천,40-49,,8.6(0.8),10.2(0.8),4.7(0.5),5.3(0.6),4.5(0.5),5.5(0.6),8.8(0.8),7.6(0.7),6.5(0.6),5.1(0.7),6.9(0.7),6.8(0.7),8.4(0.8),7.9(0.8),7.5(0.9),6.1(0.7),6.2(0.8),4.6-7.9
인천,50-59,,10.6(1.2),11.9(1.2),7.9(0.7),5.2(0.6),5.9(0.8),9.0(0.8),9.1(0.8),7.8(0.7),8.6(0.8),8.5(0.9),9.9(0.9),6.1(0.7),8.3(0.7),10.2(1.0),8.2(0.9),7.2(0.7),7.0(0.7),5.7-8.3
인천,60-69,,12.1(1.3),14.2(1.4),7.1(1.1),5.9(1.1),6.7(0.8),11.2(1.2),9.5(1.1),10.6(1.2),8.7(0.9),9.0(1.0),10.0(1.0),10.3(1.2),9.9(1.0),11.1(0.9),9.5(0.9),7.5(0.7),8.6(0.8),7.1-10.2
인천,70이상,,14.4(1.5),17.8(1.8),10.8(1.3),4.2(0.8),8.6(1.2),11.8(1.3),15.6(1.5),12.4(1.4),12.3(1.2),10.5(1.1),10.5(1.1),10.1(1.0),6.9(0.9),13.2(1.1),11.3(0.9),10.7(0.9),9.0(0.7),7.6-10.5
광주,N,(명),"4,431","4,824","4,647","4,632","4,646","4,643","4,619","4,600","4,596","4,582","4,564","4,567","4,615","4,602","4,564","4,566","4,566",
광주,전체,(조율),8.8(0.6),7.0(0.4),5.0(0.3),5.4(0.4),6.1(0.4),4.7(0.3),6.5(0.4),5.0(0.4),4.7(0.3),5.5(0.4),4.5(0.3),5.5(0.4),4.6(0.4),6.8(0.4),6.5(0.4),7.5(0.4),5.6(0.4),4.9-6.4
광주,,(표준화율),8.7(0.5),7.0(0.4),5.0(0.3),5.4(0.4),6.1(0.4),4.6(0.3),6.4(0.4),5.0(0.4),4.6(0.3),5.4(0.4),4.5(0.3),5.4(0.4),4.5(0.3),6.3(0.4),6.3(0.4),7.0(0.4),5.0(0.4),4.3-5.7
광주,남,,5.9(0.7),4.7(0.5),3.3(0.4),3.5(0.4),4.1(0.5),3.3(0.5),4.7(0.4),4.0(0.4),3.8(0.4),3.4(0.4),3.3(0.4),4.2(0.5),3.1(0.4),5.7(0.5),4.9(0.5),5.5(0.5),4.1(0.4),3.2-4.9
광주,여,,11.5(0.7),9.3(0.6),6.7(0.5),7.2(0.6),8.0(0.6),5.9(0.4),8.2(0.6),6.0(0.5),5.6(0.5),7.5(0.6),5.7(0.5),6.7(0.5),6.0(0.5),7.9(0.6),8.0(0.6),9.5(0.6),7.2(0.6),5.9-8.4
광주,19-29,,8.7(1.5),6.0(1.0),5.3(0.7),6.7(0.9),5.1(0.9),4.1(0.8),5.4(0.8),5.7(0.9),5.6(0.8),5.4(0.9),5.6(0.9),4.4(0.8),4.1(0.7),6.6(0.9),5.2(0.9),5.9(0.8),4.2(0.7),2.8-5.7
광주,30-39,,6.9(0.9),5.8(0.8),4.1(0.7),4.9(0.8),5.3(0.9),4.1(0.7),6.8(0.8),4.4(0.8),3.9(0.7),5.1(0.8),3.3(0.6),6.2(0.9),4.7(1.1),4.1(0.8),5.8(0.9),5.6(0.8),3.4(0.9),1.7-5.1
광주,40-49,,9.4(1.1),6.4(0.8),3.8(0.5),4.9(0.8),6.6(0.8),5.1(0.7),5.2(0.6),5.8(0.8),4.0(0.6),4.0(0.6),4.0(0.7),4.4(0.8),4.5(0.7),5.8(0.9),6.0(0.8),7.1(0.8),3.8(0.7),2.4-5.3
광주,50-59,,9.1(1.1),7.8(0.9),4.9(0.7),3.8(0.7),5.2(0.9),5.3(0.8),6.8(0.9),4.2(0.7),5.3(0.7),7.8(1.0),3.7(0.6),5.3(0.9),4.4(0.6),7.4(1.0),7.3(1.0),7.3(0.9),7.8(1.1),5.6-9.9
광주,60-69,,11.0(1.4),10.1(1.3),7.3(1.2),7.4(1.0),8.6(1.2),3.3(0.9),9.7(1.5),4.2(0.8),4.8(0.9),5.0(0.9),6.6(0.9),8.4(1.2),4.2(0.7),7.6(1.1),6.8(0.8),8.8(1.0),5.8(0.7),4.3-7.2
광주,70이상,,9.9(1.4),10.4(1.3),7.9(1.3),5.2(1.0),8.5(1.3),6.7(1.1),6.9(0.9),5.7(0.9),4.8(0.9),5.9(1.1),4.5(0.8),5.5(0.9),6.3(1.1),10.7(1.3),8.3(1.1),11.3(1.4),8.9(0.9),7.0-10.7
대전,N,(명),"4,095","4,587","4,581","4,585","4,583","4,586","4,592","4,590","4,570","4,577","4,575","4,577","4,578","4,609","4,593","4,588","4,593",
대전,전체,(조율),6.9(0.4),7.6(0.5),6.1(0.4),4.2(0.3),4.4(0.4),7.0(0.4),6.1(0.4),7.7(0.4),7.4(0.4),5.4(0.4),4.7(0.3),4.2(0.3),4.8(0.3),6.7(0.4),7.0(0.5),8.3(0.5),6.1(0.4),5.3-6.9
대전,,(표준화율),6.8(0.4),7.6(0.4),6.0(0.4),4.3(0.3),4.3(0.3),6.8(0.4),5.9(0.4),7.6(0.4),7.4(0.5),5.6(0.4),4.7(0.4),4.2(0.3),4.8(0.4),6.5(0.4),6.7(0.4),7.9(0.4),5.9(0.4),5.1-6.7
대전,남,,4.9(0.6),6.6(0.6),4.2(0.5),2.8(0.4),3.2(0.4),4.7(0.5),4.4(0.5),5.9(0.6),5.4(0.6),4.6(0.6),3.4(0.4),2.7(0.4),3.5(0.4),5.0(0.5),5.6(0.6),6.2(0.5),4.8(0.5),3.9-5.7
대전,여,,8.8(0.6),8.5(0.6),7.9(0.6),5.7(0.5),5.5(0.6),9.3(0.6),7.8(0.5),9.5(0.7),9.3(0.7),6.2(0.5),6.0(0.5),5.8(0.5),6.1(0.6),8.4(0.6),8.4(0.6),10.3(0.7),7.3(0.6),6.2-8.5
대전,19-29,,4.6(1.0),6.0(0.9),4.5(0.9),3.4(0.6),5.0(0.9),5.7(0.8),4.8(0.9),7.6(1.1),7.7(1.0),8.4(1.2),4.3(0.7),4.2(0.9),4.3(0.8),3.9(0.8),5.7(1.0),7.2(1.0),5.6(1.0),3.7-7.6
대전,30-39,,6.4(0.8),5.6(0.7),4.9(0.8),4.9(0.8),3.2(0.5),5.4(0.8),5.2(0.8),6.9(0.9),7.2(1.1),5.9(0.9),5.0(1.0),3.9(0.7),4.8(0.8),6.3(0.9),5.6(0.9),6.5(1.1),5.6(0.9),3.9-7.3
대전,40-49,,7.8(0.9),6.5(1.0),5.2(0.9),3.6(0.6),4.0(0.7),7.6(1.1),5.1(0.8),6.3(0.9),6.3(1.0),4.4(0.7),4.8(0.9),4.0(0.7),4.8(0.8),7.9(1.0),7.0(1.0),7.4(1.0),5.2(0.9),3.5-6.9
대전,50-59,,8.5(1.4),9.0(1.1),8.4(1.0),3.9(0.7),4.9(0.8),8.6(1.0),7.2(0.9),8.3(1.0),6.1(0.8),4.3(0.6),3.9(0.7),4.3(0.7),5.8(0.8),7.1(1.1),5.9(0.8),9.8(1.1),6.3(0.9),4.5-8.0
대전,60-69,,7.1(1.3),11.8(1.7),8.9(1.2),5.4(1.0),5.9(1.4),7.1(1.1),7.5(1.2),9.4(1.3),9.0(1.3),3.4(0.7),4.4(0.7),4.8(0.8),4.9(0.8),7.1(0.9),10.0(1.1),10.1(1.1),5.8(1.0),3.8-7.7
대전,70이상,,8.4(1.2),14.0(2.2),8.5(1.4),6.3(1.6),3.9(0.8),8.8(1.5),10.1(1.5),9.8(1.3),10.2(1.4),5.5(1.1),6.5(1.0),4.2(0.7),4.2(0.7),8.7(1.1),8.9(1.0),8.7(1.2),8.5(1.2),6.1-10.8
울산,N,(명),"4,507","4,604","4,568","4,568","4,594","4,574","4,577","4,567","4,553","4,549","4,552","4,551","4,555","4,554","4,554","4,554","4,550",
울산,전체,(조율),5.4(0.4),5.3(0.4),5.4(0.3),3.6(0.3),3.0(0.3),3.6(0.3),5.3(0.4),4.8(0.3),3.8(0.3),4.4(0.3),4.7(0.4),5.4(0.4),5.4(0.4),6.5(0.4),8.1(0.5),8.6(0.5),7.5(0.4),6.7-8.4
울산,,(표준화율),5.6(0.4),5.4(0.3),5.5(0.3),3.7(0.3),3.1(0.3),3.6(0.3),5.3(0.4),4.8(0.4),3.8(0.3),4.4(0.3),4.8(0.4),5.4(0.4),5.5(0.4),6.3(0.4),7.8(0.5),8.6(0.5),7.2(0.4),6.3-8.0
울산,남,,3.6(0.5),3.7(0.4),3.7(0.4),1.7(0.3),1.9(0.3),2.7(0.4),4.0(0.5),2.5(0.4),2.1(0.4),2.5(0.4),3.3(0.4),3.4(0.5),4.1(0.4),4.4(0.5),6.2(0.6),7.5(0.6),5.0(0.5),4.1-6.0
울산,여,,7.3(0.7),6.8(0.5),7.2(0.5),5.5(0.5),4.2(0.4),4.6(0.4),6.7(0.6),7.3(0.5),5.6(0.5),6.3(0.5),6.1(0.6),7.4(0.6),6.9(0.5),8.7(0.7),10.0(0.7),9.8(0.6),10.2(0.7),8.9-11.5
울산,19-29,,2.6(0.7),4.1(0.7),3.1(0.7),2.8(0.7),2.6(0.7),3.2(0.7),4.4(0.9),3.9(0.8),3.2(0.7),3.7(0.9),5.9(1.0),5.6(1.0),5.1(0.9),5.2(0.9),6.4(1.4),9.8(1.6),6.1(1.1),4.0-8.2
울산,30-39,,5.1(0.8),4.4(0.7),5.3(0.7),2.7(0.6),2.6(0.5),3.6(0.7),6.0(0.9),5.0(0.8),4.2(0.6),3.8(0.7),4.4(0.8),4.6(0.8),5.9(1.0),6.5(1.0),7.2(1.0),7.7(1.1),6.1(0.9),4.4-7.9
울산,40-49,,4.8(0.9),4.8(0.7),4.8(0.7),2.5(0.5),2.9(0.6),2.5(0.5),4.9(0.7),4.3(0.7),2.9(0.6),4.3(0.7),3.8(0.7),5.1(0.9),5.3(0.8),5.4(0.8),7.4(1.1),8.5(1.1),6.3(0.9),4.6-8.1
울산,50-59,,6.2(1.1),6.7(0.9),6.1(0.9),4.4(0.6),2.9(0.6),4.0(0.7),5.2(0.9),5.5(0.8),3.9(0.7),4.6(0.7),4.4(0.7),4.3(0.6),5.5(0.8),6.0(0.9),6.1(0.8),7.5(0.9),8.6(1.0),6.6-10.5
울산,60-69,,9.9(1.5),7.6(1.2),10.5(1.3),5.7(1.1),3.3(0.8),4.2(0.9),5.1(1.0),5.7(1.1),4.4(1.0),5.5(1.1),5.3(0.9),7.1(1.0),5.7(0.8),8.1(1.1),9.9(1.0),8.7(0.9),7.0(0.9),5.3-8.7
울산,70이상,,12.3(2.0),8.0(1.7),7.9(1.7),9.0(1.7),6.5(1.6),6.6(1.4),7.5(1.4),5.1(1.2),5.3(1.2),5.0(1.1),5.0(1.2),7.1(1.0),5.1(0.9),9.1(1.2),14.4(1.6),10.2(1.3),11.7(1.5),8.6-14.7
세종,N,(명),,,,,925,922,934,924,922,919,917,915,912,919,917,920,920,
세종,전체,(조율),,,,,4.4(0.9),5.2(0.8),7.4(1.0),7.7(1.0),5.0(0.8),7.1(1.0),6.3(0.9),4.7(0.9),6.1(0.8),6.4(0.9),4.1(0.7),9.2(1.0),7.5(1.0),5.5-9.5
세종,,(표준화율),,,,,4.7(0.9),4.9(0.8),6.9(0.9),7.5(1.1),4.9(0.7),7.7(1.2),6.1(0.8),4.9(0.9),6.1(0.8),6.6(1.0),4.1(0.7),8.8(1.1),7.4(0.9),5.6-9.2
세종,남,,,,,,3.6(1.1),2.9(0.9),6.1(1.4),5.4(1.2),2.2(0.7),5.4(1.2),3.7(1.1),3.5(0.9),4.0(0.9),4.3(1.0),2.3(0.7),6.8(1.4),4.8(1.0),2.8-6.8
세종,여,,,,,,5.1(1.3),7.5(1.2),8.8(1.3),10.0(1.5),7.8(1.3),8.8(1.5),8.9(1.3),5.9(1.3),8.2(1.4),8.6(1.5),5.8(1.1),11.5(1.7),10.2(1.6),7.2-13.3
세종,19-29,,,,,,4.5(2.6),6.4(2.6),6.2(2.7),5.6(2.6),3.1(1.7),14.0(4.9),3.2(1.6),8.7(3.1),5.7(2.0),8.5(3.0),3.7(1.8),5.9(2.2),6.2(2.5),1.2-11.2
세종,30-39,,,,,,5.8(1.8),3.4(1.4),4.3(1.4),6.8(2.7),2.9(1.0),6.0(1.7),3.6(1.6),2.0(1.1),2.9(1.3),6.1(2.1),3.6(1.5),8.8(2.1),8.6(2.2),4.2-12.9
세종,40-49,,,,,,6.1(2.2),1.8(0.9),5.1(1.5),8.7(2.5),6.5(1.7),3.2(1.2),6.2(1.7),5.5(1.4),6.5(1.9),1.5(0.8),4.0(1.4),10.3(2.4),4.6(1.5),1.8-7.5
세종,50-59,,,,,,1.0(0.7),5.1(1.7),9.2(2.7),6.0(1.9),4.0(1.6),5.2(2.1),6.3(2.2),2.5(1.3),7.0(1.9),6.1(2.2),3.8(1.3),6.4(1.8),5.8(1.8),2.3-9.4
세종,60-69,,,,,,3.6(1.9),8.4(2.4),10.4(3.7),9.0(2.9),8.6(2.3),8.3(2.4),10.4(3.0),3.9(1.4),7.5(2.0),11.8(3.6),4.8(1.7),13.2(4.0),13.5(2.3),8.9-18.1
세종,70이상,,,,,,5.1(2.0),8.6(2.1),12.9(3.0),12.0(2.9),8.1(2.2),12.1(3.9),15.6(4.0),7.8(2.4),11.4(3.2),12.0(3.1),5.5(3.7),12.3(3.1),10.9(2.6),5.8-16.0
경기,N,(명),"38,335","41,369","41,168","41,153","41,246","41,222","41,189","41,167","41,019","40,991","40,943","41,858","41,975","41,887","43,643","43,642","43,633",
경기,전체,(조율),9.2(0.2),8.2(0.2),5.8(0.1),6.2(0.1),5.5(0.1),6.5(0.1),7.0(0.1),6.3(0.1),6.6(0.1),6.9(0.2),6.4(0.2),6.7(0.1),6.2(0.1),7.2(0.2),7.3(0.1),7.8(0.2),7.1(0.1),6.8-7.4
경기,,(표준화율),9.2(0.2),8.2(0.2),5.8(0.1),6.2(0.1),5.4(0.1),6.5(0.1),6.9(0.1),6.3(0.1),6.5(0.1),6.9(0.2),6.2(0.1),6.5(0.1),6.3(0.1),7.1(0.1),7.1(0.1),7.7(0.2),6.9(0.1),6.6-7.2
경기,남,,6.5(0.2),5.9(0.2),3.7(0.2),4.4(0.2),3.6(0.2),4.4(0.2),4.8(0.2),4.4(0.2),4.4(0.2),4.8(0.2),4.7(0.2),4.8(0.2),4.6(0.2),5.6(0.2),5.6(0.2),6.2(0.2),5.6(0.2),5.3-6.0
경기,여,,11.8(0.3),10.4(0.2),7.8(0.2),8.0(0.2),7.3(0.2),8.7(0.2),9.2(0.2),8.1(0.2),8.7(0.2),9.1(0.2),8.2(0.2),8.5(0.2),7.9(0.2),8.9(0.2),9.0(0.2),9.6(0.2),8.6(0.2),8.2-9.1
경기,19-29,,7.6(0.5),6.9(0.4),5.1(0.3),5.5(0.3),4.4(0.3),5.8(0.3),6.0(0.3),5.8(0.3),6.2(0.4),7.4(0.4),5.1(0.3),5.4(0.3),6.5(0.3),6.0(0.3),5.8(0.3),6.8(0.4),5.7(0.3),5.1-6.4
경기,30-39,,8.0(0.3),7.3(0.3),4.9(0.2),5.4(0.3),4.8(0.3),5.6(0.3),6.4(0.3),6.4(0.3),6.3(0.3),5.8(0.3),6.0(0.3),6.1(0.3),6.2(0.3),6.9(0.3),6.6(0.3),7.6(0.4),6.5(0.4),5.8-7.2
경기,40-49,,9.5(0.4),7.9(0.3),5.8(0.3),5.8(0.3),5.2(0.3),5.8(0.3),6.8(0.3),5.2(0.3),5.3(0.3),6.5(0.3),5.8(0.3),6.3(0.3),6.0(0.3),6.9(0.3),7.2(0.3),7.9(0.3),7.2(0.3),6.6-7.9
경기,50-59,,9.7(0.5),9.4(0.4),6.2(0.3),7.3(0.3),6.2(0.3),7.1(0.3),7.2(0.3),6.7(0.3),6.9(0.3),6.9(0.3),6.5(0.3),6.7(0.3),6.1(0.3),7.3(0.3),7.3(0.3),7.1(0.3),6.7(0.3),6.1-7.3
