구분,Unnamed: 1,Unnamed: 2,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,95% CI
경북,19-29,,,,,,,,,,,3.0(0.4),4.0(0.6),3.6(0.6),3.1(0.5),3.4(0.5),4.5(0.7),4.8(0.7),3.1(0.5),2.0-4.1
경북,30-39,,,,,,,,,,,3.0(0.5),3.0(0.5),4.2(0.6),4.0(0.6),3.1(0.4),4.9(0.7),4.5(0.6),4.7(0.7),3.4-6.0
경북,40-49,,,,,,,,,,,1.9(0.3),2.2(0.4),2.6(0.4),2.7(0.5),2.9(0.4),2.8(0.4),3.0(0.4),3.1(0.4),2.3-3.9
경북,50-59,,,,,,,,,,,2.1(0.3),2.5(0.3),2.3(0.3),2.1(0.3),2.6(0.3),2.8(0.3),2.7(0.3),2.5(0.3),1.8-3.1
경북,60-69,,,,,,,,,,,3.0(0.3),4.3(0.4),2.7(0.3),3.1(0.4),2.5(0.3),3.5(0.3),3.2(0.4),2.8(0.3),2.3-3.4
경북,70이상,,,,,,,,,,,6.3(0.5),6.2(0.5),6.1(0.4),4.6(0.4),5.7(0.5),6.7(0.4),7.0(0.5),6.6(0.5),5.7-7.5
경남,N,(명),,,,,,,,,,"17,932","17,931","17,930","17,919","17,929","17,944","17,936","17,939",
경남,전체,(조율),,,,,,,,,,2.3(0.2),3.0(0.2),2.5(0.2),2.7(0.2),3.5(0.2),4.3(0.2),3.5(0.2),3.4(0.2),3.0-3.8
경남,,(표준화율),,,,,,,,,,2.1(0.2),2.8(0.2),2.6(0.2),2.8(0.2),3.6(0.2),4.3(0.3),3.6(0.2),3.3(0.2),2.9-3.8
경남,남,,,,,,,,,,,1.6(0.2),2.2(0.2),1.9(0.2),2.0(0.2),2.2(0.2),3.3(0.3),2.7(0.2),2.5(0.2),2.0-2.9
경남,여,,,,,,,,,,,3.1(0.2),3.8(0.3),3.2(0.3),3.5(0.3),4.8(0.3),5.4(0.4),4.2(0.3),4.3(0.3),3.8-4.8
경남,19-29,,,,,,,,,,,2.4(0.4),2.8(0.5),4.1(0.7),3.4(0.5),4.9(0.7),3.5(0.6),3.5(0.7),2.6(0.5),1.6-3.5
경남,30-39,,,,,,,,,,,1.7(0.3),2.6(0.5),2.5(0.4),2.7(0.5),3.4(0.5),5.7(0.8),4.9(0.6),4.3(0.7),2.9-5.8
경남,40-49,,,,,,,,,,,1.3(0.2),2.0(0.3),1.3(0.3),2.0(0.3),2.6(0.4),3.6(0.5),2.8(0.4),2.9(0.4),2.1-3.7
경남,50-59,,,,,,,,,,,1.1(0.2),2.3(0.3),1.8(0.3),2.2(0.4),2.0(0.3),3.1(0.4),2.4(0.3),2.3(0.3),1.7-2.9
경남,60-69,,,,,,,,,,,3.0(0.4),2.8(0.4),1.8(0.3),2.4(0.4),3.4(0.5),3.3(0.4),2.8(0.3),2.5(0.3),2.0-3.1
경남,70이상,,,,,,,,,,,6.1(0.6),6.7(0.5),4.5(0.4),4.4(0.5),5.7(0.5),7.6(0.6),5.4(0.4),6.3(0.6),5.2-7.4
제주,N,(명),,,,,,,,,,"4,956","5,005","5,006","4,979","4,988","4,983","4,986","5,022",
제주,전체,(조율),,,,,,,,,,2.4(0.4),2.2(0.3),2.2(0.3),2.0(0.3),2.1(0.4),2.3(0.3),3.2(0.4),4.3(0.5),3.3-5.3
제주,,(표준화율),,,,,,,,,,2.5(0.4),2.0(0.3),2.1(0.4),2.0(0.3),2.3(0.5),2.4(0.3),3.8(0.6),4.3(0.6),3.2-5.4
제주,남,,,,,,,,,,,1.4(0.3),2.2(0.6),1.2(0.3),1.3(0.3),1.7(0.4),1.8(0.4),2.8(0.6),4.7(0.8),3.2-6.3
제주,여,,,,,,,,,,,3.3(0.6),2.1(0.3),3.1(0.6),2.8(0.4),2.5(0.8),2.8(0.4),3.7(0.6),3.8(0.7),2.5-5.1
제주,19-29,,,,,,,,,,,5.3(1.6),1.8(0.8),1.8(1.1),1.3(0.5),3.0(1.7),2.7(0.9),7.1(1.8),3.5(1.4),0.8-6.2
제주,30-39,,,,,,,,,,,1.1(0.3),2.2(0.8),2.2(0.9),2.7(0.8),2.9(1.0),3.1(0.9),2.9(1.1),4.2(1.8),0.7-7.7
제주,40-49,,,,,,,,,,,1.2(0.4),1.6(0.4),1.9(0.7),1.9(0.6),2.0(0.6),1.8(0.5),3.7(1.2),5.6(1.1),3.5-7.7
제주,50-59,,,,,,,,,,,2.2(0.9),2.0(1.0),1.7(0.7),1.1(0.5),1.4(0.6),1.0(0.3),1.8(0.6),4.4(1.1),2.3-6.5
제주,60-69,,,,,,,,,,,1.6(0.5),1.9(0.7),1.4(0.6),1.6(0.6),1.7(0.5),2.0(0.7),1.8(0.7),2.8(0.9),1.0-4.6
제주,70이상,,,,,,,,,,,3.1(0.9),4.1(0.9),4.4(1.0),4.1(0.8),1.5(0.3),4.0(1.2),2.5(0.6),4.6(0.9),2.8-6.4
