시도,시군구,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
경기,이천시,7.5(1.1),6.1(0.8),8.6(1.0),8.6(0.9),8.0(0.9),6.2(0.8),8.8(0.9),8.4(0.9),9.1(1.1),9.1(0.9),10.4(1.1),7.5(0.8),7.7(0.8),9.2(0.9),7.0(0.7),10.6(1.0),11.0(0.9)
경기,파주시,6.4(0.9),9.0(1.1),10.0(1.1),9.6(1.0),11.1(1.1),7.6(0.8),9.9(1.0),7.9(0.9),9.4(1.0),10.4(1.1),7.8(0.9),7.5(0.8),10.8(1.0),9.7(0.9),8.7(0.8),8.3(0.9),7.8(0.8)
경기,포천시,8.0(0.9),7.2(0.8),8.0(0.8),9.9(0.9),10.2(1.0),8.3(0.8),8.5(0.8),9.6(1.1),9.8(1.0),9.5(1.0),9.4(1.0),8.9(0.8),13.3(1.3),8.5(0.8),11.6(1.4),10.8(1.0),12.1(1.3)
경기,하남시,6.6(0.9),8.3(0.9),8.9(1.0),7.5(0.8),8.0(0.9),6.0(0.7),8.6(0.8),8.2(0.8),9.3(0.9),7.7(0.9),7.9(0.9),8.8(1.0),7.6(0.8),6.8(0.7),6.7(0.7),10.4(0.9),8.5(0.8)
경기,광명시,6.3(0.9),9.8(1.0),4.9(0.8),8.6(1.0),7.2(0.9),6.6(0.9),10.0(1.0),7.9(0.8),8.9(0.9),9.0(1.0),8.5(0.8),7.4(0.8),7.7(0.9),9.4(0.9),8.5(0.9),9.1(0.9),8.4(0.8)
경기,광주시,8.4(1.0),9.2(1.0),6.7(0.8),6.7(0.9),8.3(0.9),7.7(0.8),10.0(1.1),8.3(0.9),8.7(0.9),11.3(1.1),8.8(0.9),10.8(1.1),8.7(0.9),10.5(1.1),7.1(0.8),9.4(1.1),10.4(1.1)
경기,군포시,6.6(0.9),6.7(0.9),6.2(0.9),7.0(0.9),8.2(1.0),8.2(0.9),6.2(0.8),5.4(0.8),5.7(0.8),7.9(0.9),6.9(0.8),7.2(0.9),7.4(0.9),7.6(0.8),8.1(0.9),8.3(0.9),8.8(1.0)
경기,성남시,6.9(0.5),5.6(0.5),6.4(0.5),7.1(0.5),8.1(0.5),7.1(0.5),7.4(0.5),8.5(0.5),6.8(0.5),8.1(0.5),6.5(0.5),6.7(0.5),6.9(0.5),7.0(0.5),7.8(0.5),7.3(0.5),7.1(0.4)
경기,성남시 분당구,5.5(0.8),2.9(0.6),5.2(0.7),6.0(0.8),6.6(0.8),6.2(0.8),6.0(0.7),7.3(0.8),5.9(0.8),6.7(0.8),5.8(0.7),6.2(0.7),5.8(0.8),6.1(0.8),7.0(0.8),6.0(0.7),5.0(0.6)
경기,성남시 수정구,8.0(1.0),7.1(0.9),8.8(1.0),8.0(0.9),10.1(1.0),8.4(0.9),6.8(0.8),8.0(1.1),6.1(0.7),8.8(0.9),7.4(0.8),6.6(0.8),8.8(0.9),8.6(0.9),9.4(0.8),9.3(0.9),8.4(0.8)
경기,성남시 중원구,7.7(0.9),8.8(1.0),6.5(0.9),8.2(0.9),9.0(1.0),7.8(0.9),10.2(1.0),10.8(1.0),9.4(0.9),10.0(1.0),7.2(0.9),7.6(0.8),7.1(0.9),6.9(0.7),7.2(0.7),8.0(0.9),10.4(1.1)
경기,수원시,5.7(0.5),7.2(0.5),7.6(0.5),8.1(0.5),6.7(0.5),7.6(0.5),8.2(0.5),7.7(0.5),8.4(0.5),8.0(0.5),8.7(0.5),7.6(0.5),7.9(0.5),8.4(0.5),8.2(0.5),8.8(0.5),8.6(0.4)
경기,수원시 권선구,5.4(0.8),7.2(1.0),7.2(1.0),8.7(1.1),6.7(0.8),7.9(0.9),6.8(0.9),8.2(1.0),8.1(0.9),9.0(1.0),9.7(1.0),7.4(0.9),9.1(0.9),8.0(0.9),8.4(0.9),9.3(1.0),8.3(0.8)
경기,수원시 영통구,6.5(1.3),6.7(1.1),7.1(1.1),7.5(1.1),6.5(1.0),5.2(0.8),8.6(1.2),6.8(0.9),8.5(1.1),6.5(1.0),7.2(1.0),6.0(0.8),5.2(0.8),6.7(0.9),6.9(0.9),8.5(1.0),6.5(0.8)
경기,수원시 장안구,4.5(0.7),7.2(0.9),8.0(1.0),6.9(0.9),6.1(0.9),7.9(0.9),9.9(1.1),7.8(1.0),7.0(0.9),7.9(0.9),8.5(0.9),8.7(1.0),8.7(1.0),9.5(0.9),8.4(0.9),7.5(0.8),10.4(1.0)
경기,수원시 팔달구,6.9(0.9),7.7(1.0),8.0(1.0),9.0(1.0),7.6(0.8),8.8(1.0),8.0(0.8),8.1(0.9),10.7(1.0),8.5(1.0),9.6(0.9),8.9(1.0),8.7(1.1),9.5(0.9),9.7(1.1),10.6(1.1),10.3(1.0)
경기,시흥시,6.2(1.0),7.6(1.0),9.0(1.0),5.9(0.9),8.7(1.0),7.3(1.0),7.3(0.9),7.8(0.9),9.5(1.0),10.6(1.0),8.8(0.9),7.4(0.8),9.1(1.0),9.1(0.9),9.1(0.9),9.6(0.9),8.0(0.8)
경기,안산시,5.6(0.6),7.3(0.7),6.2(0.7),7.8(0.7),7.4(0.7),7.3(0.6),9.1(0.8),8.1(0.7),9.6(0.7),9.0(0.7),8.8(0.7),9.4(0.7),8.7(0.7),10.1(0.7),10.3(0.7),10.3(0.7),9.9(0.7)
경기,안산시 단원구,5.9(0.9),6.0(0.9),7.2(1.1),7.6(1.0),8.0(1.0),7.2(0.9),7.9(1.0),7.7(0.9),9.9(1.1),9.6(1.1),8.8(0.9),10.0(1.0),7.9(0.9),10.7(1.0),10.8(1.1),10.8(1.0),8.9(0.9)
경기,안산시 상록구,5.2(0.8),8.4(1.0),5.4(0.8),7.8(1.0),6.9(0.9),7.4(0.9),10.2(1.2),8.5(1.1),9.4(1.0),8.7(0.9),8.9(1.0),8.9(1.0),9.3(1.0),9.7(1.0),9.8(0.9),10.0(1.1),10.6(1.0)
경기,안성시,4.7(0.8),5.7(0.7),7.6(0.9),6.7(0.8),9.7(0.9),9.9(1.1),8.2(0.9),7.5(0.8),8.3(0.9),8.7(1.0),8.0(0.9),7.1(0.9),10.2(1.0),10.1(1.0),11.0(1.2),8.8(0.9),12.4(1.3)
경기,안양시,5.8(0.7),5.9(0.6),7.9(0.7),6.2(0.6),7.4(0.6),6.5(0.6),7.2(0.6),7.3(0.6),6.7(0.6),6.4(0.6),6.5(0.6),6.5(0.5),7.6(0.6),8.3(0.6),9.4(0.7),8.3(0.6),8.1(0.6)
경기,안양시 동안구,5.0(1.0),5.5(0.8),6.9(0.9),5.3(0.8),6.8(0.9),5.5(0.8),6.4(0.9),6.7(0.9),6.1(0.9),6.1(0.8),5.4(0.7),5.6(0.8),6.4(0.7),7.6(0.9),9.9(1.0),7.6(0.8),7.2(0.7)
경기,안양시 만안구,7.1(0.9),6.3(0.8),9.1(1.0),7.1(0.8),8.2(0.9),7.7(0.9),8.2(0.8),7.9(0.9),7.3(0.9),6.5(0.8),8.0(0.9),7.5(0.8),9.0(1.0),9.1(1.0),9.1(1.0),9.3(0.8),9.4(1.0)
경기,오산시,8.2(1.1),7.4(1.0),7.0(1.2),7.4(0.9),9.4(1.3),8.4(1.1),7.3(1.0),9.2(1.0),7.7(1.0),9.1(1.1),8.8(1.0),8.5(1.0),8.0(0.9),8.4(1.0),9.6(1.0),8.3(0.9),10.1(1.0)
경기,용인시,5.7(0.5),7.1(0.5),8.3(0.6),6.2(0.5),7.4(0.5),6.7(0.5),8.1(0.5),7.2(0.5),6.8(0.5),7.7(0.5),6.6(0.5),7.0(0.5),7.0(0.5),6.9(0.5),7.0(0.5),8.3(0.5),7.5(0.5)
경기,용인시 기흥구,5.5(0.9),6.7(0.9),10.1(1.1),5.7(0.7),7.1(0.9),6.2(0.8),8.0(0.9),6.8(0.8),6.4(0.8),7.1(0.9),5.8(0.8),6.5(0.7),7.1(0.9),6.0(0.7),6.1(0.8),8.2(0.8),6.8(0.7)
경기,용인시 수지구,5.7(0.9),6.7(0.9),6.6(0.9),6.7(0.9),7.2(0.9),5.9(0.7),8.3(1.0),6.9(0.9),5.7(0.8),6.4(0.8),5.6(0.7),6.0(0.8),5.2(0.7),6.5(0.8),6.5(0.8),6.5(0.8),6.3(0.7)
경기,용인시 처인구,5.9(0.8),8.6(1.0),7.9(0.9),6.6(0.8),8.5(1.0),8.3(0.9),8.2(1.0),8.4(0.9),9.0(1.0),10.3(1.0),9.4(0.9),9.2(0.9),9.4(1.0),9.2(1.0),9.4(1.0),10.9(1.0),10.3(1.0)
경기,의왕시,5.2(0.9),7.6(1.0),7.4(1.0),7.5(0.9),6.9(0.9),6.8(0.8),9.0(1.0),6.9(0.8),5.5(0.7),7.4(0.8),6.6(0.8),5.7(0.7),8.3(0.8),5.9(0.7),9.6(1.0),7.5(0.9),8.5(0.9)
경기,평택시,6.4(0.6),7.4(0.6),7.8(0.6),6.7(0.6),7.8(0.7),9.1(0.7),7.9(0.6),8.9(0.7),8.5(0.7),10.7(0.8),10.1(0.8),8.2(0.7),9.5(0.7),9.8(0.7),9.7(0.7),10.9(0.8),9.9(0.7)
경기,평택시 송탄,6.4(0.9),8.2(0.9),8.3(0.9),7.8(0.9),7.6(0.9),8.1(0.9),6.3(0.8),10.7(1.1),9.2(1.0),9.9(1.1),11.4(1.1),7.2(0.9),8.2(0.9),9.4(1.0),12.0(1.2),10.9(0.9),11.2(1.1)
경기,평택시 평택,6.5(0.8),6.8(0.9),7.5(0.9),5.9(0.8),8.0(0.9),9.7(0.9),8.9(0.9),7.8(0.8),8.2(0.9),11.1(1.0),9.5(1.0),8.8(0.9),10.2(0.9),10.0(1.0),8.5(0.9),10.8(1.2),9.2(1.0)
경기,화성시,6.1(1.0),7.4(0.9),6.1(1.0),8.5(0.9),9.2(1.1),7.1(0.9),9.6(0.9),10.2(1.0),7.7(1.0),8.5(1.0),7.2(0.8),9.6(1.0),9.1(0.9),6.9(0.8),8.9(0.6),8.9(0.6),10.0(0.6)
경기,화성시 서부,,,,,,,,,,,,,,,10.1(1.0),9.7(1.0),11.3(1.0)
경기,화성시 동탄,,,,,,,,,,,,,,,7.7(1.1),7.3(1.0),7.4(0.9)
경기,화성시 동부,,,,,,,,,,,,,,,9.6(1.0),9.8(1.0),11.4(1.1)
강원,강릉시,7.3(0.9),5.8(0.8),8.2(0.9),6.2(0.7),7.5(0.8),8.0(0.8),8.1(0.9),10.0(0.9),8.9(1.0),10.0(1.0),8.5(0.8),8.4(1.0),8.7(1.0),11.6(1.2),9.2(1.0),6.9(0.7),7.9(0.7)
강원,고성군,4.8(0.6),7.4(0.8),8.1(0.9),9.8(1.1),8.7(1.0),8.3(0.9),8.6(0.9),6.3(0.8),8.6(1.0),8.3(1.0),7.1(0.9),6.5(0.8),6.2(0.7),9.1(0.9),8.5(1.0),8.7(1.0),8.6(1.1)
강원,동해시,6.8(0.8),5.2(0.7),8.7(0.9),7.0(0.7),8.4(0.9),6.0(0.7),7.0(0.7),7.6(0.8),9.8(1.0),7.5(0.8),9.0(0.9),7.5(0.8),7.1(0.7),10.0(1.0),9.7(1.0),9.7(1.0),10.8(1.1)
강원,삼척시,6.6(0.8),7.2(0.8),7.1(0.9),6.5(0.7),5.8(0.7),8.4(0.8),7.4(0.9),7.6(0.9),8.2(1.1),7.0(0.8),7.2(0.8),7.9(1.0),7.7(0.8),9.3(1.1),8.4(0.9),8.7(0.9),10.6(1.2)
강원,속초시,5.9(0.8),6.1(0.8),7.1(0.8),8.1(0.8),7.8(0.8),6.6(0.8),7.3(0.9),7.8(0.9),9.1(0.9),8.5(0.9),7.8(1.0),8.4(1.1),9.9(1.1),9.3(1.0),7.2(0.8),10.2(1.2),10.2(1.0)
강원,양구군,6.2(0.8),8.1(0.9),7.9(0.8),6.3(0.7),8.0(0.9),7.6(0.9),8.3(1.0),8.8(1.0),9.2(0.9),8.3(0.9),9.0(0.9),7.2(0.9),10.2(1.1),13.2(1.4),10.3(1.2),10.8(1.3),11.1(1.0)
강원,양양군,5.6(0.8),7.1(1.0),7.3(0.9),6.4(0.8),5.8(0.8),6.4(0.8),6.6(0.8),7.8(0.9),7.4(0.8),6.7(0.9),7.6(0.8),7.2(0.8),7.4(1.0),9.0(1.1),9.3(1.0),10.6(1.1),8.8(0.8)
강원,영월군,6.9(1.0),9.1(1.0),8.9(1.0),6.8(0.8),9.0(1.1),7.7(0.8),10.1(1.0),9.1(1.0),9.5(0.9),8.8(1.1),9.0(0.8),7.8(0.9),10.4(1.3),10.0(1.0),8.5(1.0),9.1(1.0),10.2(1.2)
강원,원주시,6.5(0.7),7.6(0.8),7.9(0.7),6.8(0.7),8.8(0.7),8.8(0.8),8.7(0.7),8.6(0.8),8.8(0.9),9.5(0.8),10.0(0.9),8.9(0.9),8.7(0.8),9.5(0.9),8.6(0.8),8.0(0.9),10.2(1.0)
강원,인제군,5.9(0.9),4.5(0.6),8.1(1.0),6.8(0.8),7.3(0.7),6.7(0.7),7.4(0.9),9.6(1.0),9.9(1.1),8.3(0.8),9.6(1.0),10.1(1.1),9.3(0.9),7.7(1.0),9.8(1.2),9.9(1.0),10.3(1.1)
강원,정선군,7.7(0.9),8.5(0.9),7.5(0.9),8.0(0.8),6.7(0.8),10.4(1.1),9.8(1.0),8.2(1.0),10.4(1.1),9.1(1.1),8.2(1.0),7.3(0.7),6.9(0.7),10.7(1.3),10.3(1.6),10.5(0.8),10.6(1.5)
강원,철원군,5.6(0.8),9.2(1.2),6.7(0.7),8.9(1.0),8.7(0.9),8.3(1.0),7.8(0.9),8.3(0.9),7.9(0.9),9.3(1.1),9.4(0.9),9.5(1.1),10.6(1.1),11.4(1.2),10.3(1.1),7.8(0.9),11.8(1.2)
강원,춘천시,6.9(0.9),5.8(0.7),7.7(0.8),7.5(0.7),8.1(0.8),8.9(1.0),8.7(0.8),8.0(0.9),7.7(0.9),7.3(0.8),6.9(0.8),8.6(0.9),6.7(0.7),8.8(0.8),8.4(1.0),9.8(1.0),11.9(1.1)
강원,태백시,6.2(0.8),8.6(1.0),7.1(0.8),6.6(0.7),6.0(0.7),7.9(0.9),7.9(0.8),7.4(0.8),8.9(0.9),8.0(0.8),9.0(1.0),8.8(0.9),11.1(1.1),7.4(0.8),7.9(0.8),10.9(1.1),11.1(1.1)
강원,평창군,6.7(0.8),5.8(0.7),8.6(1.1),7.9(0.8),7.9(0.8),9.7(1.1),8.1(0.9),9.6(0.9),8.9(1.0),7.9(0.8),10.7(1.3),7.1(0.9),12.5(1.3),11.1(1.4),11.6(1.3),8.3(1.0),8.3(0.9)
강원,홍천군,7.5(0.8),6.8(0.8),6.2(0.7),6.6(0.9),7.1(0.7),7.9(0.9),6.6(0.8),7.6(0.8),7.7(0.7),9.8(1.2),8.4(1.0),8.6(0.8),10.0(1.3),10.3(1.0),11.1(1.2),11.8(1.3),9.0(1.1)
강원,화천군,7.8(1.2),6.7(0.8),7.5(0.9),6.8(0.7),7.5(0.8),8.5(0.9),8.5(0.9),9.6(1.2),11.5(1.4),7.8(0.9),9.9(1.3),10.4(1.2),10.0(1.3),8.3(1.0),11.0(1.4),11.0(1.2),10.6(1.2)
강원,횡성군,6.5(0.8),6.9(0.8),7.5(0.8),7.1(0.9),8.3(1.0),7.6(0.8),8.2(0.9),9.0(1.0),8.7(0.9),11.5(1.3),8.9(1.2),8.4(1.1),9.9(1.2),9.5(1.1),9.4(1.1),9.2(1.4),10.4(1.5)
충북,괴산군,5.7(0.8),7.9(1.1),7.2(0.9),7.9(0.9),7.6(1.0),7.7(0.8),8.3(1.1),8.8(1.3),11.2(1.2),9.5(1.2),6.4(0.8),8.6(0.8),11.4(2.0),9.2(0.9),7.9(1.2),9.0(1.3),10.1(1.4)
충북,단양군,5.1(0.8),6.4(0.7),7.8(0.9),7.6(0.9),7.7(0.9),7.8(0.9),9.5(1.1),10.3(1.0),8.7(1.0),11.0(1.2),10.3(1.1),11.8(1.4),8.6(1.1),10.4(1.5),10.4(1.4),11.3(1.2),13.0(1.8)
충북,보은군,4.9(0.8),6.0(0.8),8.8(1.2),8.5(1.1),8.3(1.1),7.8(1.4),10.8(1.3),6.9(0.8),7.1(0.9),7.8(0.8),8.9(1.7),9.6(1.3),10.2(1.3),10.4(1.1),12.5(1.9),10.3(1.3),10.9(1.5)
충북,영동군,6.3(0.7),5.3(0.7),6.3(0.8),7.0(1.0),5.8(0.8),7.0(1.1),7.0(0.9),7.4(1.1),7.9(0.8),9.1(1.1),8.6(0.9),7.8(0.9),9.8(1.5),9.5(1.3),9.7(1.3),10.4(1.3),12.9(1.6)
충북,옥천군,3.7(0.6),6.6(0.8),7.5(0.9),6.8(0.8),8.3(0.9),6.9(0.8),9.1(1.0),8.3(1.0),11.3(1.3),10.7(1.2),7.5(0.9),10.5(1.3),10.6(1.2),10.2(1.1),9.0(1.2),8.3(1.0),11.6(1.2)
충북,음성군,8.9(1.6),6.1(0.8),8.3(1.0),9.6(1.0),6.9(0.8),8.4(0.9),8.3(0.8),8.4(0.9),8.3(0.8),11.3(1.1),9.5(1.0),10.9(1.0),10.5(1.1),10.4(1.2),9.4(1.0),8.8(1.0),10.7(1.1)
충북,제천시,6.8(0.9),7.2(0.8),6.5(0.7),5.3(0.6),6.8(0.8),8.3(0.9),7.5(0.8),7.5(0.8),9.9(1.0),7.7(0.8),8.2(0.9),7.5(1.1),9.1(1.0),9.1(0.8),10.1(1.1),10.0(0.9),11.5(1.2)
충북,증평군,5.2(0.8),7.3(0.9),5.3(0.8),8.6(1.0),8.8(1.0),6.9(0.8),6.9(0.8),12.1(1.1),8.9(1.0),10.4(1.2),7.5(0.9),7.7(0.9),6.1(0.7),10.0(1.0),10.3(1.1),9.8(1.1),11.0(1.2)
충북,진천군,6.5(1.0),6.9(0.8),9.7(1.1),7.5(0.8),8.1(0.8),8.1(0.9),7.6(0.9),8.8(1.0),6.6(0.7),7.0(0.9),8.3(1.1),7.9(0.8),8.4(1.0),8.3(0.7),9.7(0.9),8.6(0.9),9.6(1.0)
충북,청원군,5.6(0.7),6.9(0.9),5.9(0.8),7.2(0.8),6.4(0.9),6.1(0.6),,,,,,,,,,,
충북,청주시(통합 전),4.7(0.5),6.4(0.6),6.4(0.6),9.1(0.7),6.1(0.6),6.9(0.6),,,,,,,,,,,
충북,청주시 상당구,4.3(0.7),8.2(0.9),7.2(0.9),9.4(1.0),6.6(0.8),6.5(0.8),,,,,,,,,,,
충북,청주시 흥덕구,5.0(0.7),5.1(0.8),6.1(0.8),9.1(1.0),5.8(0.8),7.1(0.9),,,,,,,,,,,
충북,청주시(통합 후),,,,,,,8.2(0.5),8.0(0.4),8.3(0.5),8.2(0.4),7.8(0.5),7.9(0.5),7.4(0.4),8.5(0.5),9.3(0.5),8.3(0.5),8.3(0.5)
충북,청주시 상당구,,,,,,,6.5(0.9),7.8(0.9),6.8(0.9),8.2(1.0),8.4(0.9),7.8(0.9),7.7(1.0),9.1(0.9),8.2(0.9),8.6(1.1),8.3(0.8)
충북,청주시 서원구,,,,,,,8.5(1.0),7.5(0.8),9.2(0.9),7.4(0.7),7.1(0.9),7.8(0.9),6.2(0.8),8.0(0.8),7.7(0.8),7.9(0.9),8.7(0.9)
충북,청주시 흥덕구,,,,,,,7.2(1.0),9.2(1.0),8.4(0.9),9.1(0.9),7.9(1.0),8.2(1.1),7.5(0.8),8.0(1.0),9.1(1.0),8.4(1.0),7.6(0.9)
충북,청주시 청원구,,,,,,,10.9(1.3),7.7(0.9),8.6(1.0),8.4(1.0),7.7(0.9),7.9(0.8),8.6(0.9),8.5(1.0),12.2(1.1),8.5(0.9),8.7(1.0)
충북,충주시,7.6(1.0),5.4(0.7),7.8(0.8),6.9(0.9),7.9(0.8),8.5(0.8),7.7(0.7),8.7(0.9),8.1(1.0),8.8(0.9),9.0(0.8),9.0(0.9),9.1(1.0),8.7(0.8),11.2(1.0),10.5(1.0),8.4(0.8)
충남,계룡시,7.2(1.0),5.8(0.9),6.9(0.9),5.9(0.8),6.6(0.9),6.8(0.9),7.3(0.9),7.6(1.1),8.2(0.8),6.0(0.7),8.0(0.9),8.7(1.0),6.8(0.9),6.7(0.8),7.8(0.8),8.0(0.9),9.4(1.0)
충남,공주시,6.9(1.0),5.3(0.7),6.4(0.7),7.6(1.0),7.6(0.8),8.0(0.8),8.3(0.8),8.7(0.8),9.1(1.1),8.8(1.0),10.0(1.2),7.6(0.9),8.0(0.8),10.3(1.2),9.3(1.3),10.0(1.2),7.7(1.0)
충남,금산군,7.2(1.0),7.4(0.9),7.8(0.9),6.4(0.9),7.2(0.9),7.5(0.9),8.6(1.0),8.0(0.9),9.0(1.1),10.6(1.1),8.9(1.0),10.2(1.3),9.2(1.2),8.9(1.1),8.8(1.0),10.5(1.2),8.6(0.9)
충남,논산시,7.1(1.0),7.8(0.8),7.3(0.8),8.9(1.0),11.2(1.2),9.1(1.0),9.7(1.0),8.6(0.9),10.3(1.2),8.3(0.9),10.5(1.4),11.1(1.2),8.9(1.0),10.0(0.9),7.7(0.8),7.1(0.9),9.0(0.9)
충남,당진시,6.2(0.9),3.7(0.6),5.2(0.8),7.2(0.8),7.0(0.8),8.1(0.9),6.9(0.8),7.6(1.0),8.8(0.9),6.8(0.8),9.0(1.0),9.9(1.1),9.6(1.0),9.9(1.1),9.6(0.9),11.4(1.3),10.2(1.0)
충남,보령시,8.0(1.0),7.3(0.9),7.6(0.9),7.7(1.0),8.8(1.0),9.3(1.0),8.9(0.9),9.7(1.0),9.8(1.0),8.7(1.0),6.9(0.8),10.1(1.3),9.1(1.0),9.0(0.9),7.6(1.0),12.3(1.9),9.4(1.2)
충남,부여군,7.0(1.1),7.8(1.0),5.8(0.7),7.7(1.0),8.1(0.9),8.1(1.1),8.3(1.0),7.5(1.0),9.3(1.2),9.6(1.0),7.7(1.0),9.2(1.3),8.3(1.0),6.0(0.9),11.2(2.0),10.2(1.1),13.7(2.3)
충남,서산시,5.3(0.7),6.4(0.8),5.8(0.8),6.9(0.8),7.2(0.9),7.0(0.8),8.1(0.9),8.4(1.0),9.0(0.9),8.7(0.9),6.7(0.9),9.3(1.0),7.3(0.8),7.3(0.8),10.8(1.2),11.3(1.1),10.2(1.1)
충남,서천군,6.7(0.8),7.8(1.0),7.2(0.9),9.5(1.1),7.0(1.0),8.5(0.9),8.9(1.0),9.5(1.2),7.7(0.9),9.2(1.2),8.9(1.2),10.2(1.4),11.8(1.8),10.9(1.6),10.6(1.1),9.9(1.4),12.1(1.9)
충남,아산시,7.1(0.9),8.0(0.9),7.3(0.9),6.2(0.8),8.0(0.8),8.7(0.8),9.6(0.8),9.2(1.0),9.8(0.9),9.8(0.9),7.7(0.9),9.8(0.9),7.3(0.8),9.7(1.0),8.5(0.9),10.0(0.9),8.4(1.0)
충남,연기군,7.5(1.0),7.4(0.8),9.3(1.1),9.3(1.1),,,,,,,,,,,,,
충남,예산군,5.8(0.9),8.4(0.9),6.6(0.8),6.9(0.8),6.4(0.9),7.4(0.8),6.7(0.7),6.5(0.9),7.0(0.8),9.0(0.9),9.5(1.1),6.4(0.6),8.2(0.8),9.9(1.2),10.3(1.4),9.9(1.2),7.6(0.7)
충남,천안시,6.5(0.9),7.8(0.9),8.0(0.9),8.6(0.9),8.7(1.0),7.0(0.7),6.7(0.8),8.1(0.9),9.1(1.0),8.6(0.9),6.7(0.7),7.5(0.9),9.5(1.0),8.8(0.9),8.4(0.6),9.5(0.7),9.5(0.7)
충남,천안시 서북구,,,,,,,,,,,,,,,7.4(0.8),9.6(1.0),9.3(1.1)
충남,천안시 동남구,,,,,,,,,,,,,,,9.8(1.0),9.5(1.1),9.5(0.9)
충남,청양군,6.6(0.8),6.6(0.9),6.9(0.9),10.0(1.2),7.7(0.9),7.7(0.8),9.8(1.1),9.1(1.1),8.1(1.0),11.0(1.3),8.0(0.8),10.3(1.5),11.7(1.7),9.7(1.3),10.7(1.7),11.5(1.4),8.8(1.3)
충남,태안군,4.4(0.7),6.3(0.8),6.4(0.8),6.1(0.6),7.0(0.9),5.7(0.8),7.4(0.9),8.7(1.2),8.4(1.1),8.1(1.1),9.2(1.2),6.5(0.7),8.4(1.3),8.6(1.2),7.8(1.1),8.3(0.9),8.9(1.3)
충남,홍성군,5.1(0.8),4.8(0.7),6.2(0.9),7.1(0.8),6.8(0.8),8.1(1.0),9.4(0.8),7.7(0.7),7.0(0.8),7.5(1.0),8.4(1.0),8.5(1.0),9.9(1.2),8.8(0.9),11.4(1.2),8.8(1.1),9.7(1.2)
전북,고창군,7.0(0.9),6.7(0.8),6.7(0.7),7.8(0.8),10.0(1.4),8.5(1.0),9.4(1.3),6.8(0.8),6.8(1.0),9.8(1.2),8.7(1.1),8.6(1.4),8.9(1.4),9.3(1.1),9.1(1.1),11.4(1.7),8.6(0.9)
전북,군산시,4.2(0.5),8.4(0.8),5.9(0.6),7.5(0.8),7.3(0.7),6.4(0.7),7.7(0.8),8.3(0.9),7.4(0.8),8.3(0.9),8.0(0.8),9.7(0.9),7.9(0.8),8.9(0.9),7.3(0.7),8.0(0.8),9.4(0.9)
전북,김제시,5.5(0.8),8.1(1.1),7.2(0.8),7.9(0.9),8.4(1.0),6.8(0.7),8.7(1.1),8.3(1.0),7.3(0.8),10.4(1.3),9.2(1.0),11.1(1.3),6.6(0.6),12.9(1.8),9.5(1.2),10.6(1.5),8.8(0.9)
전북,남원시,7.5(1.1),4.5(0.6),5.9(0.7),6.2(0.8),8.1(1.0),6.5(0.8),6.1(0.7),8.1(0.9),9.4(1.2),6.7(0.7),9.4(1.3),9.4(1.4),6.9(0.8),9.4(1.5),9.4(1.0),8.9(1.1),10.8(1.3)
전북,무주군,6.0(0.9),5.6(0.7),5.7(0.9),6.9(0.8),6.1(0.8),6.3(0.8),7.8(1.1),7.7(0.8),8.5(1.0),6.6(0.7),6.7(0.9),7.6(1.0),7.9(1.1),8.7(1.0),10.2(1.5),10.7(1.6),11.7(1.6)
전북,부안군,5.2(0.8),7.5(1.0),5.6(0.6),10.1(1.1),8.5(1.0),9.8(1.0),8.0(1.1),8.2(1.1),10.0(1.2),9.2(1.2),8.2(1.1),8.2(0.9),9.3(0.9),10.2(1.4),11.4(1.4),12.6(1.5),11.4(1.3)
전북,순창군,5.7(0.8),6.6(0.9),5.8(0.8),5.9(0.7),7.2(1.1),7.6(1.1),8.2(1.0),5.3(0.7),7.3(1.0),10.3(1.2),10.9(1.7),5.4(0.7),7.6(0.8),7.3(0.8),12.9(1.4),7.8(1.1),15.0(2.9)
전북,완주군,5.5(0.7),9.1(0.9),5.5(0.7),7.1(0.9),6.4(0.8),4.8(0.7),7.2(0.7),7.2(0.8),7.6(0.9),10.5(1.2),7.5(0.8),8.2(1.0),8.9(1.0),8.2(1.1),8.5(0.9),8.8(1.0),8.5(0.9)
전북,익산시,6.9(0.8),6.6(0.7),7.3(0.7),5.7(0.7),7.7(0.7),8.7(0.8),10.2(0.9),7.0(0.7),5.9(0.7),8.1(0.8),7.8(0.7),8.5(1.1),9.7(0.9),10.1(0.9),9.4(0.9),10.8(1.1),10.1(1.2)
전북,임실군,5.4(0.7),3.6(0.6),8.2(0.9),6.6(0.9),9.2(1.3),6.4(1.0),6.7(1.0),7.2(1.1),7.7(1.1),9.3(1.2),6.2(0.8),8.3(1.2),6.9(0.8),7.5(0.8),8.0(1.0),6.4(0.7),9.1(1.2)
전북,장수군,5.9(0.9),5.5(0.7),5.0(0.7),6.1(0.8),6.2(0.8),6.7(0.7),7.3(0.9),6.7(1.0),7.3(0.8),8.2(0.9),7.0(1.3),7.8(0.9),6.6(1.1),7.9(1.2),8.0(1.2),8.5(1.0),12.7(2.0)
